text,AE
"Although retinoic acid is well tolerated by the majority of patients with this disease, a potentially fatal complication of this kind of treatment has been reported: ""the retinoic acid syndrome"".","['fatal complication', 'retinoic acid syndrome']"
CONCLUSIONS: It is probable that foscarnet contributed to the electrolyte disorders and symptomatology in this patient.,['electrolyte disorders']
DISCUSSION: Electrolyte disorders associated with foscarnet are reviewed.,['Electrolyte disorders']
Foscarnet-induced severe hypomagnesemia and other electrolyte disorders.,"['electrolyte disorders', 'severe hypomagnesemia']"
OBJECTIVE: To report a case of possible foscarnet-induced severe hypomagnesemia and other electrolyte disorders.,"['electrolyte disorders', 'severe hypomagnesemia']"
"The patient experienced muscle twitches, tremulousness, and anxiety on day 17 of foscarnet therapy.","['anxiety', 'muscle twitches', 'tremulousness']"
"Interference with the cortisol axis by the microtubule antagonist, CPH82.",['Interference with the cortisol axis']
The results clearly demonstrate that CPH82 was associated with suppression of the endogeneous production of ACTH and cortisol with a concomitant paradoxical picture of clinical hypercortisolism.,"['hypercortisolism', 'suppression of the endogeneous production of ACTH and cortisol']"
"A variety of movement disorders are known to occur in association with carbamazepine (CBZ) therapy in adults and children, but development of tics has been described infrequently and only in patients with underlying Tourette's syndrome or other movement disorders.","['movement disorders', 'movement disorders', 'tics', 'tics']"
Carbamazepine-induced tics.,['tics']
"In the third child, the tics ceased after CBZ discontinuation.",['tics']
These cases demonstrate that CBZ can induce simple motor tics in children.,['motor tics']
We report 3 children with epilepsy who developed facial motor tics after initiation of CBZ for complex partial seizures.,['facial motor tics']
Acyclovir-induced neurotoxicity: concentration-side effect relationship in acyclovir overdose.,['neurotoxicity']
CONCLUSIONS: The observation that neurotoxicity developed with a delay of 24 to 48 hours after acyclovir peak serum concentrations could explain the wide range of acyclovir levels reported in similar cases.,"['neurotoxicity', 'neurotoxicity']"
METHODS: Repeated blood samples were drawn in a patient with severe acyclovir overdose who developed coma and nonoliguric renal failure.,"['coma', 'nonoliguric renal failure']"
PURPOSE: To investigate the concentration-side effect relationship in a patient with severe acyclovir-induced neurotoxicity and to summarize the information available in the literature about central nervous system side effects due to acyclovir.,"['central nervous system side effects', 'neurotoxicity']"
"A 16-year-old white male with acute biphenotypic leukemia developed evidence of the eosinophilia myalgia syndrome associated with total parenteral nutritional support with solutions containing tryptophan, which were given during his initial induction chemotherapy and also after autologous marrow transplantation.",['eosinophilia myalgia syndrome']
Fatal eosinophilia myalgia syndrome in a marrow transplant patient attributed to total parenteral nutrition with a solution containing tryptophan.,['Fatal eosinophilia myalgia syndrome']
"Thus, the eosinophilia myalgia syndrome can be associated with parenteral tryptophan administration.",['eosinophilia myalgia syndrome']
A patient with acute esophageal variceal bleeding developed fatal rhabdomyolysis during treatment with a continuous intravenous infusion of vasopressin.,['fatal rhabdomyolysis']
"Idiosyncratic factors involving vasopressin receptor affinity and distribution, vasopressin-associated vasodilation in some vascular beds, and the effect of vasopressin on the renin-angiotensin system may further contribute to impaired tissue perfusion.","['impaired tissue perfusion', 'vasodilation']"
Rhabdomyolysis associated with the use of intravenous vasopressin.,['Rhabdomyolysis']
These multiple overlapping factors probably lead to rhabdomyolysis in a minority of patients receiving vasopressin infusion.,['rhabdomyolysis']
"In one case, disulfiram was the only potential teratogen exposed to the fetus.",['teratogen']
Nonspecific but significant abnormalities have been described in the infants of women treated with disulfiram in the first trimester of their pregnancies.,['significant abnormalities']
"Although the essential cause of PV is unclear, its onset has occasionally been associated with drug therapy, in particular penicillamine.",['PV']
Pemphigus vulgaris precipitated by glibenclamide therapy.,['Pemphigus vulgaris']
The patient described in this paper was a 78-year-old diabetic man who developed oral lesions of PV following institution of glibenclamide therapy.,['oral lesions of PV']
Piritrexim-induced pulmonary toxicity.,['pulmonary toxicity']
The pulmonary toxicity is probably induced by piritrexim.,['pulmonary toxicity']
"We describe a patient with transitional cell carcinoma of the renal pelvis who developed respiratory dysfunction and an abnormal chest x-ray with diffuse interstitial opacities while on chemotherapy with piritrexim, a methotrexate analog.","['abnormal chest x-ray with diffuse interstitial opacities', 'respiratory dysfunction']"
"A 12 year old patient with atrial flutter is presented, in whom intravenous adenosine was followed by acceleration of the heart rate to a potentially dangerous arrhythmia.","['acceleration of the heart rate', 'arrhythmia']"
Acceleration of ventricular response to atrial flutter after intravenous adenosine.,['Acceleration of ventricular response']
Lymphoma developing in a patient with rheumatoid arthritis taking methotrexate.,['Lymphoma']
"The mild immunosuppression that occurs with methotrexate therapy probably places patients with rheumatoid arthritis at added risk of developing lymphoproliferative diseases, but coincidence cannot be excluded.",['lymphoproliferative diseases']
"We report one case of non-Hodgkin lymphoma in a patient, with a 30-year history of rheumatoid arthritis, taking low dose methotrexate weekly over a 10-month period.",['non-Hodgkin lymphoma']
"We report a case of drug-induced Kaposi's sarcoma (KS) on the sole of the right foot in a 71-year-old man, treated for 6 months with corticosteroid therapy (prednisolone 25 mg/day) for pericardial effusion.","[""Kaposi's sarcoma""]"
Acute dystonic reaction with low-dose pimozide.,['Acute dystonic reaction']
"This paper reports on a 6.9-year-old autistic male who developed repeated episodes of acute dystonic reactions associated with pimozide administration at the doses of 0.096 mg/kg/day and 0.032 mg/kg/day and 32 hours following pimozide withdrawal, as well as during subsequent thioridazine administration.","['acute dystonic reactions', 'acute dystonic reactions', 'acute dystonic reactions']"
"Although there is one case report of cholesterol crystal embolization following t-PA therapy with only extrarenal manifestations (N Engl J Med 321:1270, 1989), this is the first reported case of atheroembolic acute renal failure following t-PA therapy.","['atheroembolic acute renal failure', 'cholesterol crystal embolization', 'extrarenal manifestations']"
Cholesterol crystal embolization-associated renal failure after therapy with recombinant tissue-type plasminogen activator.,"['Cholesterol crystal embolization', 'renal failure']"
We report the occurrence of renal failure due to cholesterol crystal embolization following thrombolytic therapy with intravenous recombinant tissue-type plasminogen activator (t-PA).,"['cholesterol crystal embolization', 'cholesterol crystal embolization', 'renal failure', 'renal failure']"
"Intravenous haloperidol is generally well tolerated, but multiform ventricular tachycardia has been reported.",['multiform ventricular tachycardia']
"All developed mucocutaneous side effects within 20 weeks of beginning im gold therapy, at a time when RA had improved markedly compared to pretreatment status.",['mucocutaneous side effects']
How low can you go? Use of very low dosage of gold in patients with mucocutaneous reactions.,['mucocutaneous reactions']
"One patient required nursing home placement and a feeding gastrostomy as a result of the worsening parkinsonism during risperidone treatment, but was able to return home and have the gastrostomy removed after switching from risperidone to clozapine.","['feeding gastrostomy', 'feeding gastrostomy', 'worsening parkinsonism', 'worsening parkinsonism']"
Two of the five patients who worsened motorically also developed encephalopathy during risperidone treatment; the encephalopathy resolved when the patients were switched to clozapine treatment.,"['encephalopathy', 'worsened motorically']"
Azathioprine can cause severe myelosuppression.,['myelosuppression']
Azathioprine-induced myelosuppression due to thiopurine methyltransferase deficiency in a patient with autoimmune hepatitis.,['myelosuppression']
The azathioprine dose was low (1 mg/kg) and pancytopenia occurred after 56 days therapy.,['pancytopenia']
Thiopurine methyltransferase deficiency occurs at a frequency of one in 300 and is associated with profound myelosuppression after a short course of azathioprine.,['myelosuppression']
